text,label,language,subcategory,term_used
Please send the report by Friday,0,mixed,neutral,
timi ma timro न्ह्याकुसा hoina ni,1,newari,slurs,न्ह्याकुसा
Can you share the document?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
she timilai b e h a v e   g a r   n a jasto lagcha,1,romanized_nepali,contextual_phrases,behave gar na
yo manche send हड्डी photo,1,nepali,body_shaming,हड्डी
u तागी haru sabai,1,tamang,slurs,तागी
timi u look like c.h.a.n.d.i,1,romanized_nepali,slurs,chandi
Please send the report by Friday,0,mixed,neutral,
timi u look like kvt1@,1,romanized_nepali,dehumanizing,kutia
u c.h.h.i.n.a.l haru sabai,1,romanized_nepali,strong_slurs,chhinal
yo manche s.u.t.n.e.s.a.n.i jasto behave gareki,1,romanized_nepali,sexual_phrases,sutnesani
u u look like k h a n   d e,1,romanized_nepali,sexualized,khan de
u timi चण्डी chau,1,nepali,slurs,चण्डी
We will meet tomorrow at 10am,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
Please send the report by Friday chhinal,0,romanized_nepali,strong_slurs,chhinal
u ma timro चण्डी hoina ni,1,nepali,slurs,चण्डी
Kehi khana khana jane?,0,mixed,neutral,
I like this article,0,mixed,neutral,
u u look like निकार,1,bhojpuri,gendered,निकार
Tapaiko din kasto garyo?,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
I like this article,0,mixed,neutral,
she बलात्कार गर्ने ho timi,1,nepali,coercive_threat,बलात्कार गर्ने
u easy cha ho timi,1,romanized_nepali,contextual_phrases,easy cha
आफूलाई धेरै देखायो haru sabai,1,nepali,contextual_phrases,आफूलाई धेरै देखायो
she न्हयाथा येन mindset,1,newari,contexts,न्हयाथा येन
yo manche h.a.d.d.i jasto behave gareki,1,romanized_nepali,body_shaming,haddi
she r-a-n-d-i mindset,1,romanized_nepali,slurs,randi
hey f.a.t.a.h.a jasto ho,1,romanized_nepali,slurs,fataha
We will meet tomorrow at 10am,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
u send r.a.a.t. .m.a. .l.a.i.j.a.n.e photo,1,romanized_nepali,sexual_phrases,raat ma laijane
yo manche e.a.s.y. .x.a ho timi,1,romanized_nepali,hybrid,easy xa
timi ma timro आफूलाई धेरै देखायो hoina ni,1,nepali,contextual_phrases,आफूलाई धेरै देखायो
hey u look like b h e n d i,1,romanized_nepali,dehumanizing,bhendi
Tapaiko din kasto garyo?,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
u photo patha f-a-t-a-h-a,1,romanized_nepali,slurs,fataha
Tapaiko din kasto garyo?,0,mixed,neutral,
u timi ग्वाहा chau,1,newari,slurs,ग्वाहा
she जेट्ठी mentality,1,nepali,dehumanizing,जेट्ठी
she रातमा लैजाने mindset,1,nepali,sexual_phrases,रातमा लैजाने
hey u look like बेश्या,1,nepali,gendered_insults,बेश्या
yo manche $vtn3$@n1 mentality,1,romanized_nepali,sexualized,sutnesani
Can you share the document?,0,mixed,neutral,
स्यालनी mentality,1,nepali,slurs,स्यालनी
yo manche देखाइदे mentality,1,nepali,sexual_phrases,देखाइदे
Ramro kam gareko chau,0,mixed,neutral,
hey टोरी mentality,1,nepali,slurs,टोरी
Ramro kam gareko chau,0,mixed,neutral,
I like this article,0,mixed,neutral,
she बेश्या mentality,1,nepali,gendered_insults,बेश्या
u फटाहा haru sabai,1,nepali,strong_slurs,फटाहा
Please send the report by Friday,0,mixed,neutral,
yo manche स्यालनी mindset,1,nepali,strong_slurs,स्यालनी
dekhai de k a s t o   a t t i t u d e,1,romanized_nepali,contextual_phrases,kasto attitude
Tapaiko din kasto garyo?,0,mixed,neutral,
timi photo patha $vtn3$@n1,1,romanized_nepali,sexual_phrases,sutnesani
Please send the report by Friday,0,mixed,neutral,
she timilai छोरोम हे jasto lagcha,1,tamang,contexts,छोरोम हे
timi ma timro k.u.k.u.r.n.i hoina ni,1,romanized_nepali,gendered_insults,kukurni
Kehi khana khana jane? बलात्कार गर्ने,0,nepali,coercive_threat,बलात्कार गर्ने
I like this article,0,mixed,neutral,
Thank you for your help,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
Tapaiko din kasto garyo?,0,mixed,neutral,
yo manche send मोटी photo,1,nepali,gendered_insults,मोटी
u ma timro स्यालनी hoina ni,1,nepali,slurs,स्यालनी
u ma timro f@t@h@ hoina ni,1,romanized_nepali,slurs,fataha
kali jasto behave gareki,1,romanized_nepali,body_shaming,kali
yo manche जेट्ठी ho timi,1,nepali,dehumanizing,जेट्ठी
How are you?,0,mixed,neutral,
u photo patha स्यालनी,1,nepali,slurs,स्यालनी
hey photo patha f.a.t.a.h.a,1,romanized_nepali,slurs,fataha
Please send the report by Friday,0,mixed,neutral,
she u look like d3kh@1d3,1,romanized_nepali,sexualized,dekhaide
Tapaiko din kasto garyo?,0,mixed,neutral,
Can you share the document?,0,mixed,neutral,
k-a-l-i mindset,1,romanized_nepali,body_shaming,kali
I like this article,0,mixed,neutral,
she ma timro भ्याग्री hoina ni,1,nepali,slurs,भ्याग्री
timi कुकुर्नी chau,1,nepali,gendered_insults,कुकुर्नी
Kehi khana khana jane?,0,mixed,neutral,
she timi d.e.k.h.a.i.d.e chau,1,romanized_nepali,sexualized,dekhaide
timilai c h h i n a l jasto lagcha,1,romanized_nepali,strong_slurs,chhinal
yo manche u look like गौरिनी,1,tharu,gendered,गौरिनी
I like this article,0,mixed,neutral,
j-e-t-t-h-i jasto ho,1,romanized_nepali,dehumanizing,jetthi
c.h.h.u.d.a.i. .c.h.h.u.d.a.i ho timi,1,romanized_nepali,coercive_threat,chhudai chhudai
How are you?,0,mixed,neutral,
yo manche कलमुही jasto ho,1,bhojpuri,slurs,कलमुही
hey photo patha बलात्कार गर्ने,1,nepali,coercive_threat,बलात्कार गर्ने
Malaai yo kurama sanchai lagyo muji,0,romanized_nepali,strong_slurs,muji
Please send the report by Friday,0,mixed,neutral,
timi u look like ङा नाङ्छे,1,tamang,contexts,ङा नाङ्छे
ma timro muji hoina ni,1,romanized_nepali,slurs,muji
Thank you for your help,0,mixed,neutral,
hey रातमा लैजाने ho timi,1,nepali,coercive_threat,रातमा लैजाने
I like this article,0,mixed,neutral,
she timi s u t n e s a n i chau,1,romanized_nepali,sexual_phrases,sutnesani
she ma timro रातमा लैजाने hoina ni,1,nepali,coercive_threat,रातमा लैजाने
u look like सुत्नेसनी,1,nepali,sexual_phrases,सुत्नेसनी
she timilai ङा नाङ्छे jasto lagcha,1,tamang,contexts,ङा नाङ्छे
That is a beautiful picture चण्डी,0,nepali,slurs,चण्डी
Please send the report by Friday,0,mixed,neutral,
ma timro सिहनी hoina ni,1,tharu,slurs,सिहनी
timi छिनाल chau,1,nepali,strong_slurs,छिनाल
she टोरी jasto behave gareki,1,nepali,slurs,टोरी
Tapaiko din kasto garyo?,0,mixed,neutral,
hey ma timro नांगीन hoina ni,1,nepali,sexualized,नांगीन
hey dekhai de s-l-u-t- -j-a-s-t-o,1,romanized_nepali,hybrid,slut jasto
Please send the report by Friday,0,mixed,neutral,
timi timilai तोहार बात बहुत खराब jasto lagcha,1,tharu,contexts,तोहार बात बहुत खराब
u टोरी haru sabai,1,nepali,slurs,टोरी
Tapaiko din kasto garyo?,0,mixed,neutral,
ma timro h.a.d.d.i hoina ni,1,romanized_nepali,body_shaming,haddi
Ramro kam gareko chau,0,mixed,neutral,
yo manche ma timro न्ह्याकुसा hoina ni,1,newari,slurs,न्ह्याकुसा
hey न्हयाथा येन haru sabai,1,newari,contexts,न्हयाथा येन
We will meet tomorrow at 10am स्टाटस हेर्दा नै थाहा हुन्छ,0,nepali,contextual_phrases,स्टाटस हेर्दा नै थाहा हुन्छ
Please send the report by Friday,0,mixed,neutral,
t0r1 mentality,1,romanized_nepali,slurs,tori
hey स्यालनी ho timi,1,nepali,slurs,स्यालनी
Ramro kam gareko chau,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
ma timro r@nd1 hoina ni,1,romanized_nepali,slurs,randi
hey u look like d.e.k.h.a.i. .d.e,1,romanized_nepali,sexual_phrases,dekhai de
hey ल्होकी mentality,1,tamang,gendered,ल्होकी
b h e n d i jasto ho,1,romanized_nepali,dehumanizing,bhendi
Malaai yo kurama sanchai lagyo कुकुर्नी,0,nepali,gendered_insults,कुकुर्नी
u look like टोरी,1,nepali,slurs,टोरी
yo manche जेट्ठी mentality,1,nepali,dehumanizing,जेट्ठी
Please send the report by Friday moti,0,romanized_nepali,body_shaming,moti
t o r i ho timi,1,romanized_nepali,slurs,tori
sutnesani jasto behave gareki,1,romanized_nepali,sexualized,sutnesani
send काली photo,1,nepali,body_shaming,काली
I like this article थ्वसा,0,newari,gendered,थ्वसा
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
send खान दे photo,1,nepali,sexual_phrases,खान दे
u send e-a-s-y- -x-a photo,1,romanized_nepali,hybrid,easy xa
We will meet tomorrow at 10am,0,mixed,neutral,
We will meet tomorrow at 10am kukurni,0,romanized_nepali,dehumanizing,kukurni
Tapaiko din kasto garyo?,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
t-o-r-i haru sabai,1,romanized_nepali,slurs,tori
hey timi m o t i chau,1,romanized_nepali,gendered_insults,moti
she राँडी mindset,1,nepali,slurs,राँडी
Can you share the document?,0,mixed,neutral,
u look like r.a.a.t. .m.a. .l.a.i.j.a.n.e,1,romanized_nepali,sexual_phrases,raat ma laijane
Tapaiko din kasto garyo?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
Thank you for your help कुकुर्नी,0,nepali,gendered_insults,कुकुर्नी
hey कुकुर्नी jasto behave gareki,1,nepali,gendered_insults,कुकुर्नी
hey राँडी jasto behave gareki,1,nepali,slurs,राँडी
she ma timro कइसन रहउ hoina ni,1,bhojpuri,contexts,कइसन रहउ
timi छोरोम हे chau,1,tamang,contexts,छोरोम हे
timi कुकुर्नी ho timi,1,nepali,gendered_insults,कुकुर्नी
u send c.h.i.m.m.a.t.i photo,1,romanized_nepali,body_shaming,chimmati
Please send the report by Friday,0,mixed,neutral,
b.e.s.y.a jasto ho,1,romanized_nepali,gendered_insults,besya
How are you?,0,mixed,neutral,
hey timi कइसन रहउ chau,1,bhojpuri,contexts,कइसन रहउ
Tapaiko din kasto garyo?,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
hey ma timro यस्ती केटी hoina ni,1,nepali,contextual_phrases,यस्ती केटी
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
How are you?,0,mixed,neutral,
she u look like c h h i n a l,1,romanized_nepali,dehumanizing,chhinal
टोरी jasto ho,1,nepali,slurs,टोरी
she u look like m-o-t-i,1,romanized_nepali,gendered_insults,moti
Please send the report by Friday,0,mixed,neutral,
u k.h.a.n. .d.e mentality,1,romanized_nepali,sexual_phrases,khan de
u timi सुत्नेसनी chau,1,nepali,sexual_phrases,सुत्नेसनी
hey u look like k@l1,1,romanized_nepali,gendered_insults,kali
yo manche बलात्कार गर्ने jasto ho,1,nepali,coercive_threat,बलात्कार गर्ने
We will meet tomorrow at 10am,0,mixed,neutral,
The meeting is scheduled for Monday,0,mixed,neutral,
she timi छिनाल chau,1,nepali,strong_slurs,छिनाल
Kehi khana khana jane?,0,mixed,neutral,
We will meet tomorrow at 10am,0,mixed,neutral,
u u look like कइसन रहउ,1,bhojpuri,contexts,कइसन रहउ
टोरी jasto behave gareki,1,nepali,slurs,टोरी
k a l i jasto ho,1,romanized_nepali,body_shaming,kali
Can you share the document?,0,mixed,neutral,
timi एना करत नई jasto ho,1,tharu,contexts,एना करत नई
मोटी haru sabai,1,nepali,body_shaming,मोटी
u dekhai de निकार,1,bhojpuri,gendered,निकार
she u look like $y@ln1,1,romanized_nepali,slurs,syalni
yo manche timilai फटाहा jasto lagcha,1,nepali,strong_slurs,फटाहा
कइसन रहउ jasto behave gareki,1,bhojpuri,contexts,कइसन रहउ
yo manche काली jasto ho,1,nepali,body_shaming,काली
yo manche dekhai de रातमा लैजाने,1,nepali,coercive_threat,रातमा लैजाने
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
m.o.t.i jasto ho,1,romanized_nepali,body_shaming,moti
she timilai कुतिया jasto lagcha,1,nepali,gendered_insults,कुतिया
she timilai moti jasto lagcha,1,romanized_nepali,body_shaming,moti
The meeting is scheduled for Monday,0,mixed,neutral,
she $vtn3$@n1 ho timi,1,romanized_nepali,sexualized,sutnesani
Please send the report by Friday,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
timi photo patha देखाइदे,1,nepali,sexual_phrases,देखाइदे
We will meet tomorrow at 10am,0,mixed,neutral,
Please send the report by Friday,0,mixed,neutral,
e-a-s-y- -c-h-a jasto ho,1,romanized_nepali,contextual_phrases,easy cha
she timilai चिम्मटी jasto lagcha,1,nepali,body_shaming,चिम्मटी
hey जादे बोलतारी jasto ho,1,bhojpuri,contexts,जादे बोलतारी
The meeting is scheduled for Monday,0,mixed,neutral,
u send छिनाल photo,1,nepali,strong_slurs,छिनाल
she timi नांगिनु chau,1,nepali,sexual_phrases,नांगिनु
Ramro kam gareko chau,0,mixed,neutral,
I like this article,0,mixed,neutral,
u look like बेश्या,1,nepali,gendered_insults,बेश्या
Tapaiko din kasto garyo?,0,mixed,neutral,
That is a beautiful picture,0,mixed,neutral,
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
Ramro kam gareko chau,0,mixed,neutral,
yo manche मिच्यो मोस ho timi,1,tamang,contexts,मिच्यो मोस
Tapaiko din kasto garyo?,0,mixed,neutral,
u dekhai de निकार,1,bhojpuri,gendered,निकार
u look like b-h-e-n-d-i,1,romanized_nepali,dehumanizing,bhendi
Malaai yo kurama sanchai lagyo,0,mixed,neutral,
